title,slug,language,artifact_type,retrieval_url,evidence_url,immutable_ref,status,notes
Principles of Macroeconomics,principles-macroeconomics,en,official_fixed_pdf,https://assets.openstax.org/oscms-prodcms/media/documents/PrinciplesofMacroeconomics-OP.pdf,https://assets.openstax.org/oscms-prodcms/media/documents/PrinciplesofMacroeconomics-OP.pdf,sha256:807e4f9d1fbdd3d17c238c1cdd1ff410e1632d9d486985bd3155699cd35b278a,ready,Official fixed PDF front matter expressly identifies CC BY 4.0; hash immediately after download.
Principles of Macroeconomics 2e,principles-macroeconomics-2e,en,official_versioned_web_book,https://openstax.org/books/principles-macroeconomics-2e/pages/preface,https://openstax.org/books/principles-macroeconomics-2e/pages/preface,27f59064-990e-48f1-b604-5188b9086c29@a6dd6c5,ready,Rendered OpenStax state embeds CC BY 4.0 plus UUID/content version; mirror and hash every page before use.
Principles of Macroeconomics 3e,principles-macroeconomics-3e,en,official_git_snapshot,https://github.com/openstax/osbooks-principles-economics-bundle/archive/020e54dbecb376f27b37c3498f9347a45961c11a.tar.gz,https://github.com/openstax/osbooks-principles-economics-bundle/blob/020e54dbecb376f27b37c3498f9347a45961c11a/collections/principles-macroeconomics-3e.collection.xml,020e54dbecb376f27b37c3498f9347a45961c11a,ready,Collection metadata and repository snapshot identify CC BY 4.0. Filter separately credited media.
Principles of Macroeconomics for AP® Courses,principles-macroeconomics-ap-courses,en,official_fixed_pdf,https://assets.openstax.org/oscms-prodcms/media/documents/PrinciplesofMacroeconomicsforAPCourses-OP.pdf,https://assets.openstax.org/oscms-prodcms/media/documents/PrinciplesofMacroeconomicsforAPCourses-OP.pdf,sha256:ace9b4586c69625626f17327a87bd9cb0924e6f52d7b1a1530ab3039e1020c4f,ready,Official fixed PDF front matter expressly identifies CC BY 4.0; hash immediately after download.
Principles of Macroeconomics for AP® Courses 2e,principles-macroeconomics-ap-courses-2e,en,official_git_snapshot,https://github.com/openstax/osbooks-principles-economics-bundle/archive/020e54dbecb376f27b37c3498f9347a45961c11a.tar.gz,https://github.com/openstax/osbooks-principles-economics-bundle/blob/020e54dbecb376f27b37c3498f9347a45961c11a/collections/principles-macroeconomics-ap-courses-2e.collection.xml,020e54dbecb376f27b37c3498f9347a45961c11a,ready,Collection metadata and repository snapshot identify CC BY 4.0. Filter separately credited media.
Principles of Management,principles-management,en,official_git_snapshot,https://github.com/openstax/osbooks-principles-of-management-bundle/archive/a995241fbc161854a1fab15bdd3bec3f98dfd64b.tar.gz,https://github.com/openstax/osbooks-principles-of-management-bundle/blob/a995241fbc161854a1fab15bdd3bec3f98dfd64b/collections/principles-management.collection.xml,a995241fbc161854a1fab15bdd3bec3f98dfd64b,ready,Collection metadata and repository snapshot identify CC BY 4.0. Filter separately credited media.
Principles of Marketing,principles-marketing,en,official_git_snapshot,https://github.com/openstax/osbooks-principles-marketing/archive/40369d8ce3adb160cf8d2cc6528cd00be6a472eb.tar.gz,https://github.com/openstax/osbooks-principles-marketing/blob/40369d8ce3adb160cf8d2cc6528cd00be6a472eb/collections/principles-marketing.collection.xml,40369d8ce3adb160cf8d2cc6528cd00be6a472eb,ready,Collection metadata and repository snapshot identify CC BY 4.0. Filter separately credited media.
Principles of Microeconomics,principles-microeconomics,en,official_fixed_pdf,https://assets.openstax.org/oscms-prodcms/media/documents/PrinciplesofMicroeconomics-OP.pdf,https://assets.openstax.org/oscms-prodcms/media/documents/PrinciplesofMicroeconomics-OP.pdf,sha256:1688121aee49e3263842e6d035b4c78005f8b3bf6558245b40466faf772cb928,ready,Official fixed PDF front matter expressly identifies CC BY 4.0; hash immediately after download.
Principles of Microeconomics 2e,principles-microeconomics-2e,en,official_versioned_web_book,https://openstax.org/books/principles-microeconomics-2e/pages/preface,https://openstax.org/books/principles-microeconomics-2e/pages/preface,5c09762c-b540-47d3-9541-dda1f44f16e5@a6dd6c5,ready,Rendered OpenStax state embeds CC BY 4.0 plus UUID/content version; mirror and hash every page before use.
Principles of Microeconomics 3e,principles-microeconomics-3e,en,official_git_snapshot,https://github.com/openstax/osbooks-principles-economics-bundle/archive/020e54dbecb376f27b37c3498f9347a45961c11a.tar.gz,https://github.com/openstax/osbooks-principles-economics-bundle/blob/020e54dbecb376f27b37c3498f9347a45961c11a/collections/principles-microeconomics-3e.collection.xml,020e54dbecb376f27b37c3498f9347a45961c11a,ready,Collection metadata and repository snapshot identify CC BY 4.0. Filter separately credited media.
Principles of Microeconomics for AP® Courses,principles-microeconomics-ap-courses,en,official_fixed_pdf,https://assets.openstax.org/oscms-prodcms/media/documents/PrinciplesofMicroeconomicsforAPCourses-OP.pdf,https://assets.openstax.org/oscms-prodcms/media/documents/PrinciplesofMicroeconomicsforAPCourses-OP.pdf,sha256:6ca2a2e15ba5861a3fe28888c63f330131029f7f4fdae4d551b81e2fc8be093b,ready,Official fixed PDF front matter expressly identifies CC BY 4.0; hash immediately after download.
Principles of Microeconomics for AP® Courses 2e,principles-microeconomics-ap-courses-2e,en,official_git_snapshot,https://github.com/openstax/osbooks-principles-economics-bundle/archive/020e54dbecb376f27b37c3498f9347a45961c11a.tar.gz,https://github.com/openstax/osbooks-principles-economics-bundle/blob/020e54dbecb376f27b37c3498f9347a45961c11a/collections/principles-microeconomics-ap-courses-2e.collection.xml,020e54dbecb376f27b37c3498f9347a45961c11a,ready,Collection metadata and repository snapshot identify CC BY 4.0. Filter separately credited media.
Psychology,psychology,en,official_versioned_web_book,https://openstax.org/books/psychology/pages/preface,https://openstax.org/books/psychology/pages/preface,4abf04bf-93a0-45c3-9cbc-2cefd46e68cc@8993bfc,ready,Rendered OpenStax state embeds CC BY 4.0 plus UUID/content version; mirror and hash every page before use.
Psychology 2e,psychology-2e,en,official_git_snapshot,https://github.com/openstax/osbooks-psychology/archive/e061043bf2f9e86ace51c4e8dc9555160f60a99d.tar.gz,https://github.com/openstax/osbooks-psychology/blob/e061043bf2f9e86ace51c4e8dc9555160f60a99d/collections/psychology-2e.collection.xml,e061043bf2f9e86ace51c4e8dc9555160f60a99d,ready,Collection metadata and repository snapshot identify CC BY 4.0. Filter separately credited media.
Statistics,statistics,en,official_git_snapshot,https://github.com/openstax/osbooks-statistics/archive/7dea80ae2800386d470b11f6528962f9c4992d15.tar.gz,https://github.com/openstax/osbooks-statistics/blob/7dea80ae2800386d470b11f6528962f9c4992d15/collections/statistics.collection.xml,7dea80ae2800386d470b11f6528962f9c4992d15,ready,Collection metadata and repository snapshot identify CC BY 4.0. Filter separately credited media.
U.S. History,us-history,en,official_git_snapshot,https://github.com/openstax/osbooks-us-history/archive/046331cfcea0ac1b1a8fd461b3e6aae638845af3.tar.gz,https://github.com/openstax/osbooks-us-history/blob/046331cfcea0ac1b1a8fd461b3e6aae638845af3/collections/us-history.collection.xml,046331cfcea0ac1b1a8fd461b3e6aae638845af3,ready,Collection metadata and repository snapshot identify CC BY 4.0. Filter separately credited media.
University Physics Volume 1,university-physics-volume-1,en,official_git_snapshot,https://github.com/openstax/osbooks-university-physics-bundle/archive/db44eb99e9aa1d918fd8cf182f82ccdece9c7b11.tar.gz,https://github.com/openstax/osbooks-university-physics-bundle/blob/db44eb99e9aa1d918fd8cf182f82ccdece9c7b11/collections/university-physics-volume-1.collection.xml,db44eb99e9aa1d918fd8cf182f82ccdece9c7b11,ready,Collection metadata and repository snapshot identify CC BY 4.0. Filter separately credited media.
University Physics Volume 2,university-physics-volume-2,en,official_git_snapshot,https://github.com/openstax/osbooks-university-physics-bundle/archive/db44eb99e9aa1d918fd8cf182f82ccdece9c7b11.tar.gz,https://github.com/openstax/osbooks-university-physics-bundle/blob/db44eb99e9aa1d918fd8cf182f82ccdece9c7b11/collections/university-physics-volume-2.collection.xml,db44eb99e9aa1d918fd8cf182f82ccdece9c7b11,ready,Collection metadata and repository snapshot identify CC BY 4.0. Filter separately credited media.
University Physics Volume 3,university-physics-volume-3,en,official_git_snapshot,https://github.com/openstax/osbooks-university-physics-bundle/archive/db44eb99e9aa1d918fd8cf182f82ccdece9c7b11.tar.gz,https://github.com/openstax/osbooks-university-physics-bundle/blob/db44eb99e9aa1d918fd8cf182f82ccdece9c7b11/collections/university-physics-volume-3.collection.xml,db44eb99e9aa1d918fd8cf182f82ccdece9c7b11,ready,Collection metadata and repository snapshot identify CC BY 4.0. Filter separately credited media.
Workplace Software and Skills,workplace-software-skills,en,official_git_snapshot,https://github.com/openstax/osbooks-workplace-software-skills/archive/994e5e50c3bbafb958bdb1160dbf175f76d292c5.tar.gz,https://github.com/openstax/osbooks-workplace-software-skills/blob/994e5e50c3bbafb958bdb1160dbf175f76d292c5/collections/workplace-software-skills.collection.xml,994e5e50c3bbafb958bdb1160dbf175f76d292c5,ready,Collection metadata and repository snapshot identify CC BY 4.0. Filter separately credited media.
"World History Volume 1, to 1500",world-history-volume-1,en,official_git_snapshot,https://github.com/openstax/osbooks-world-history/archive/3e17beda9130380d24be881e6d1942dfcc1be845.tar.gz,https://github.com/openstax/osbooks-world-history/blob/3e17beda9130380d24be881e6d1942dfcc1be845/collections/world-history-volume-1.collection.xml,3e17beda9130380d24be881e6d1942dfcc1be845,ready,Collection metadata and repository snapshot identify CC BY 4.0. Filter separately credited media.
"World History Volume 2, from 1400",world-history-volume-2,en,official_git_snapshot,https://github.com/openstax/osbooks-world-history/archive/3e17beda9130380d24be881e6d1942dfcc1be845.tar.gz,https://github.com/openstax/osbooks-world-history/blob/3e17beda9130380d24be881e6d1942dfcc1be845/collections/world-history-volume-2.collection.xml,3e17beda9130380d24be881e6d1942dfcc1be845,ready,Collection metadata and repository snapshot identify CC BY 4.0. Filter separately credited media.
Writing Guide with Handbook,writing-guide,en,official_git_snapshot,https://github.com/openstax/osbooks-writing-guide/archive/a6c95528390e3a2936f5bf87c49ac1a4995a0a6e.tar.gz,https://github.com/openstax/osbooks-writing-guide/blob/a6c95528390e3a2936f5bf87c49ac1a4995a0a6e/collections/writing-guide.collection.xml,a6c95528390e3a2936f5bf87c49ac1a4995a0a6e,ready,Collection metadata and repository snapshot identify CC BY 4.0. Filter separately credited media.
Física universitaria volumen 1,física-universitaria-volumen-1,es,official_git_snapshot,https://github.com/openstax/osbooks-fisica-universitaria-bundle/archive/d2e11f5c0c713a7f7797306b3fdbeb56f1fbb584.tar.gz,https://github.com/openstax/osbooks-fisica-universitaria-bundle/blob/d2e11f5c0c713a7f7797306b3fdbeb56f1fbb584/collections/física-universitaria-volumen-1.collection.xml,d2e11f5c0c713a7f7797306b3fdbeb56f1fbb584,ready,Collection metadata and repository snapshot identify CC BY 4.0. Filter separately credited media.
Física universitaria volumen 2,física-universitaria-volumen-2,es,official_git_snapshot,https://github.com/openstax/osbooks-fisica-universitaria-bundle/archive/d2e11f5c0c713a7f7797306b3fdbeb56f1fbb584.tar.gz,https://github.com/openstax/osbooks-fisica-universitaria-bundle/blob/d2e11f5c0c713a7f7797306b3fdbeb56f1fbb584/collections/física-universitaria-volumen-2.collection.xml,d2e11f5c0c713a7f7797306b3fdbeb56f1fbb584,ready,Collection metadata and repository snapshot identify CC BY 4.0. Filter separately credited media.
Física universitaria volumen 3,física-universitaria-volumen-3,es,official_git_snapshot,https://github.com/openstax/osbooks-fisica-universitaria-bundle/archive/d2e11f5c0c713a7f7797306b3fdbeb56f1fbb584.tar.gz,https://github.com/openstax/osbooks-fisica-universitaria-bundle/blob/d2e11f5c0c713a7f7797306b3fdbeb56f1fbb584/collections/física-universitaria-volumen-3.collection.xml,d2e11f5c0c713a7f7797306b3fdbeb56f1fbb584,ready,Collection metadata and repository snapshot identify CC BY 4.0. Filter separately credited media.
Introducción a la estadística,introducción-estadística,es,official_git_snapshot,https://github.com/openstax/osbooks-introduccion-estadistica-bundle/archive/d240445975b5bb45aa0fd1eb8639f66fc3b1daac.tar.gz,https://github.com/openstax/osbooks-introduccion-estadistica-bundle/blob/d240445975b5bb45aa0fd1eb8639f66fc3b1daac/collections/introducción-estadística.collection.xml,d240445975b5bb45aa0fd1eb8639f66fc3b1daac,ready,Collection metadata and repository snapshot identify CC BY 4.0. Filter separately credited media.
Introducción a la estadística empresarial,introducción-estadística-empresarial,es,official_git_snapshot,https://github.com/openstax/osbooks-introduccion-estadistica-bundle/archive/d240445975b5bb45aa0fd1eb8639f66fc3b1daac.tar.gz,https://github.com/openstax/osbooks-introduccion-estadistica-bundle/blob/d240445975b5bb45aa0fd1eb8639f66fc3b1daac/collections/introducción-estadística-empresarial.collection.xml,d240445975b5bb45aa0fd1eb8639f66fc3b1daac,ready,Collection metadata and repository snapshot identify CC BY 4.0. Filter separately credited media.
Precálculo 2ed,precálculo-2ed,es,official_git_snapshot,https://github.com/openstax/osbooks-precalculo/archive/c4d6f6c0e5ed9c6a7c5d4a0b2e9c0d1cdf68c989.tar.gz,https://github.com/openstax/osbooks-precalculo/blob/c4d6f6c0e5ed9c6a7c5d4a0b2e9c0d1cdf68c989/collections/precálculo-2ed.collection.xml,c4d6f6c0e5ed9c6a7c5d4a0b2e9c0d1cdf68c989,ready,Collection metadata and repository snapshot identify CC BY 4.0. Filter separately credited media.
Química 2ed,química-2ed,es,official_git_snapshot,https://github.com/openstax/osbooks-quimica-bundle/archive/755d386f196fdd7a308e0d9cecd1ff9fb1009241.tar.gz,https://github.com/openstax/osbooks-quimica-bundle/blob/755d386f196fdd7a308e0d9cecd1ff9fb1009241/collections/química-2ed.collection.xml,755d386f196fdd7a308e0d9cecd1ff9fb1009241,ready,Collection metadata and repository snapshot identify CC BY 4.0. Filter separately credited media.
Química: Comenzando con los átomos 2ed,química-comenzando-átomos-2ed,es,official_git_snapshot,https://github.com/openstax/osbooks-quimica-bundle/archive/755d386f196fdd7a308e0d9cecd1ff9fb1009241.tar.gz,https://github.com/openstax/osbooks-quimica-bundle/blob/755d386f196fdd7a308e0d9cecd1ff9fb1009241/collections/química-comenzando-átomos-2ed.collection.xml,755d386f196fdd7a308e0d9cecd1ff9fb1009241,ready,Collection metadata and repository snapshot identify CC BY 4.0. Filter separately credited media.
Fizyka dla szkół wyższych. Tom 1,fizyka-dla-szkół-wyższych-tom-1,pl,official_git_snapshot,https://github.com/openstax/osbooks-fizyka-bundle/archive/bdf3158ca1f9ed7516626e7b0f39047d37b43719.tar.gz,https://github.com/openstax/osbooks-fizyka-bundle/blob/bdf3158ca1f9ed7516626e7b0f39047d37b43719/collections/fizyka-dla-szkół-wyższych-tom-1.collection.xml,bdf3158ca1f9ed7516626e7b0f39047d37b43719,ready,Collection metadata and repository snapshot identify CC BY 4.0. Filter separately credited media.
Fizyka dla szkół wyższych. Tom 2,fizyka-dla-szkół-wyższych-tom-2,pl,official_git_snapshot,https://github.com/openstax/osbooks-fizyka-bundle/archive/bdf3158ca1f9ed7516626e7b0f39047d37b43719.tar.gz,https://github.com/openstax/osbooks-fizyka-bundle/blob/bdf3158ca1f9ed7516626e7b0f39047d37b43719/collections/fizyka-dla-szkół-wyższych-tom-2.collection.xml,bdf3158ca1f9ed7516626e7b0f39047d37b43719,ready,Collection metadata and repository snapshot identify CC BY 4.0. Filter separately credited media.
Fizyka dla szkół wyższych. Tom 3,fizyka-dla-szkół-wyższych-tom-3,pl,official_git_snapshot,https://github.com/openstax/osbooks-fizyka-bundle/archive/bdf3158ca1f9ed7516626e7b0f39047d37b43719.tar.gz,https://github.com/openstax/osbooks-fizyka-bundle/blob/bdf3158ca1f9ed7516626e7b0f39047d37b43719/collections/fizyka-dla-szkół-wyższych-tom-3.collection.xml,bdf3158ca1f9ed7516626e7b0f39047d37b43719,ready,Collection metadata and repository snapshot identify CC BY 4.0. Filter separately credited media.
Makroekonomia - Podstawy,makroekonomia-podstawy,pl,official_git_snapshot,https://github.com/openstax/osbooks-makroekonomia/archive/36f59aa574f0177f9cc78b59b6beb632a5b9d067.tar.gz,https://github.com/openstax/osbooks-makroekonomia/blob/36f59aa574f0177f9cc78b59b6beb632a5b9d067/collections/makroekonomia-podstawy.collection.xml,36f59aa574f0177f9cc78b59b6beb632a5b9d067,ready,Collection metadata and repository snapshot identify CC BY 4.0. Filter separately credited media.
Marketing - Podstawy,marketing-podstawy,pl,official_web_book,https://openstax.org/books/marketing-podstawy/pages/przedmowa,https://openstax.org/books/marketing-podstawy/pages/przedmowa,,ready,OpenStax Poland page expressly identifies CC BY 4.0; mirror and hash before use.
Mikroekonomia – Podstawy,mikroekonomia-podstawy,pl,official_git_snapshot,https://github.com/openstax/osbooks-mikroekonomia/archive/47c2114ba9e7718d35be5fdea8a7b91755e107e6.tar.gz,https://github.com/openstax/osbooks-mikroekonomia/blob/47c2114ba9e7718d35be5fdea8a7b91755e107e6/collections/mikroekonomia-podstawy.collection.xml,47c2114ba9e7718d35be5fdea8a7b91755e107e6,ready,Collection metadata and README identify CC BY 4.0; root LICENSE file is missing.
Pielęgniarstwo. Żywienie w wybranych stanach klinicznych,zywienie,pl,official_web_book,https://openstax.org/books/zywienie/pages/1-wprowadzenie,https://openstax.org/books/zywienie/pages/1-wprowadzenie,,ready,OpenStax Poland page expressly identifies CC BY 4.0; mirror and hash before use.
Psychologia,psychologia,pl,official_git_snapshot,https://github.com/openstax/osbooks-psychologia/archive/f45cabb8dff099d42ef68f45e8da7e31bd7be730.tar.gz,https://github.com/openstax/osbooks-psychologia/blob/f45cabb8dff099d42ef68f45e8da7e31bd7be730/collections/psychologia.collection.xml,f45cabb8dff099d42ef68f45e8da7e31bd7be730,ready,Collection metadata and repository snapshot identify CC BY 4.0. Filter separately credited media.
